Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(order),diff order & delivery,Hour(delivery), Price (INR) , Revnue ,Day name(Orderdate)
630,C071,67,3,21-02-2023,21:37:47,01-03-2023,18:53:08,Karimnagar,Anniversary,February,21,8,18,"? 1,374.00","? 4,122.00",Tuesday
643,C063,35,2,26-02-2023,13:10:24,06-03-2023,20:24:10,Malda,Holi,February,13,8,20,"? 1,865.00","? 3,730.00",Sunday
645,C033,50,3,27-02-2023,01:46:39,28-02-2023,02:07:11,Danapur,Holi,February,1,1,2,? 422.00,"? 1,266.00",Monday
650,C077,32,3,23-02-2023,01:54:43,02-03-2023,03:09:36,Guwahati,Birthday,February,1,7,3,"? 1,792.00","? 5,376.00",Thursday
662,C068,20,3,09-02-2023,18:29:52,18-02-2023,08:27:53,Hazaribagh,Anniversary,February,18,9,8,? 697.00,"? 2,091.00",Thursday
675,C052,13,4,28-02-2023,08:04:46,09-03-2023,23:52:12,Pali,Holi,February,8,9,23,"? 1,141.00","? 4,564.00",Tuesday
676,C038,46,4,18-02-2023,12:42:24,20-02-2023,20:52:32,Kanpur,Anniversary,February,12,2,20,? 758.00,"? 3,032.00",Saturday
682,C054,50,5,26-02-2023,07:31:16,05-03-2023,11:32:33,Hyderabad,Holi,February,7,7,11,? 422.00,"? 2,110.00",Sunday
707,C036,70,4,03-02-2023,06:17:26,12-02-2023,01:04:19,Tirunelveli,Birthday,February,6,9,1,? 866.00,"? 3,464.00",Friday
723,C045,14,3,04-02-2023,18:00:57,05-02-2023,00:57:28,Mau,Birthday,February,18,1,0,"? 1,915.00","? 5,745.00",Saturday
729,C030,17,1,23-02-2023,18:19:53,25-02-2023,11:51:19,Kollam,Anniversary,February,18,2,11,"? 1,899.00","? 1,899.00",Thursday
735,C037,56,1,02-02-2023,07:22:26,04-02-2023,05:57:58,Nandyal,Anniversary,February,7,2,5,"? 1,272.00","? 1,272.00",Thursday
755,C037,6,5,27-02-2023,16:33:26,06-03-2023,02:16:52,Aurangabad,Holi,February,16,7,2,"? 1,112.00","? 5,560.00",Monday
762,C064,50,1,26-02-2023,10:11:19,01-03-2023,03:56:20,Bangalore,Holi,February,10,3,3,? 422.00,? 422.00,Sunday
775,C077,45,1,19-02-2023,03:48:10,24-02-2023,23:31:47,Anand,Birthday,February,3,5,23,? 722.00,? 722.00,Sunday
777,C016,70,3,24-02-2023,15:33:57,27-02-2023,11:29:39,Bhusawal,Birthday,February,15,3,11,? 866.00,"? 2,598.00",Friday
785,C052,47,5,26-02-2023,17:41:34,01-03-2023,13:09:23,Jodhpur,Holi,February,17,3,13,"? 1,638.00","? 8,190.00",Sunday
790,C046,26,2,28-02-2023,06:03:29,08-03-2023,04:20:38,Chennai,Holi,February,6,8,4,? 289.00,? 578.00,Tuesday
806,C088,29,2,28-02-2023,13:01:22,08-03-2023,06:38:58,Jhansi,Holi,February,13,8,6,"? 1,252.00","? 2,504.00",Tuesday
816,C042,35,3,28-02-2023,19:44:25,10-03-2023,13:41:37,Ujjain,Holi,February,19,10,13,"? 1,865.00","? 5,595.00",Tuesday
821,C050,32,4,27-02-2023,20:15:31,07-03-2023,22:46:00,Bareilly,Birthday,February,20,8,22,"? 1,792.00","? 7,168.00",Monday
832,C026,65,4,01-02-2023,18:56:24,10-02-2023,02:19:29,Etawah,All Occasions,February,18,9,2,"? 1,895.00","? 7,580.00",Wednesday
854,C016,62,3,27-02-2023,02:00:33,02-03-2023,02:51:29,Bhind,Holi,February,2,3,2,"? 1,356.00","? 4,068.00",Monday
857,C053,63,1,09-02-2023,09:22:18,18-02-2023,14:00:44,Bareilly,All Occasions,February,9,9,14,"? 1,348.00","? 1,348.00",Thursday
861,C030,32,1,09-02-2023,08:19:31,14-02-2023,02:37:34,Bidar,Birthday,February,8,5,2,"? 1,792.00","? 1,792.00",Thursday
919,C038,35,5,28-02-2023,08:27:53,04-03-2023,00:05:29,Delhi,Holi,February,8,4,0,"? 1,865.00","? 9,325.00",Tuesday
923,C034,7,4,27-02-2023,14:37:32,28-02-2023,22:01:37,Ahmedabad,Holi,February,14,1,22,? 409.00,"? 1,636.00",Monday
943,C026,22,4,19-02-2023,14:27:09,22-02-2023,19:05:59,Narasaraopet,All Occasions,February,14,3,19,"? 1,639.00","? 6,556.00",Sunday
949,C020,6,4,27-02-2023,20:55:01,06-03-2023,09:35:17,Begusarai,Holi,February,20,7,9,"? 1,112.00","? 4,448.00",Monday
961,C016,1,5,01-02-2023,06:49:28,10-02-2023,20:54:38,Gulbarga,All Occasions,February,6,9,20,"? 1,935.00","? 9,675.00",Wednesday
973,C031,66,3,26-02-2023,10:35:55,07-03-2023,03:46:24,Barasat,Holi,February,10,9,3,? 610.00,"? 1,830.00",Sunday
978,C019,29,4,28-02-2023,08:59:15,09-03-2023,06:31:07,Barasat,Holi,February,8,9,6,"? 1,252.00","? 5,008.00",Tuesday
982,C019,47,4,28-02-2023,18:56:23,04-03-2023,03:11:23,Srinagar,Holi,February,18,4,3,"? 1,638.00","? 6,552.00",Tuesday
991,C054,36,5,09-02-2023,15:01:12,15-02-2023,17:16:56,Barasat,Birthday,February,15,6,17,? 203.00,"? 1,015.00",Thursday
51,C036,10,1,15-03-2023,09:23:49,19-03-2023,16:46:40,Agartala,Birthday,March,9,4,16,? 259.00,? 259.00,Wednesday
96,C099,25,3,14-03-2023,15:00:21,23-03-2023,08:56:06,Latur,Anniversary,March,15,9,8,"? 1,202.00","? 3,606.00",Tuesday
125,C020,31,2,19-03-2023,09:12:11,25-03-2023,14:36:11,Kolkata,All Occasions,March,9,6,14,"? 1,804.00","? 3,608.00",Sunday
128,C065,12,3,06-03-2023,16:50:28,13-03-2023,15:11:19,Kochi,Anniversary,March,16,7,15,? 672.00,"? 2,016.00",Monday
138,C022,57,4,11-03-2023,09:33:56,18-03-2023,06:02:40,Siliguri,Birthday,March,9,7,6,"? 1,582.00","? 6,328.00",Saturday
147,C080,8,4,17-03-2023,19:28:15,23-03-2023,13:51:11,Jodhpur,Anniversary,March,19,6,13,? 252.00,"? 1,008.00",Friday
170,C040,32,2,21-03-2023,11:58:13,27-03-2023,05:14:07,Kamarhati,Birthday,March,11,6,5,"? 1,792.00","? 3,584.00",Tuesday
176,C039,17,2,10-03-2023,03:34:46,16-03-2023,17:24:51,Moradabad,Anniversary,March,3,6,17,"? 1,899.00","? 3,798.00",Friday
197,C095,45,2,22-03-2023,18:38:42,26-03-2023,03:30:06,Etawah,Birthday,March,18,4,3,? 722.00,"? 1,444.00",Wednesday
228,C035,36,1,10-03-2023,18:40:52,11-03-2023,10:30:00,Bijapur,Birthday,March,18,1,10,? 203.00,? 203.00,Friday
234,C097,42,1,24-03-2023,21:18:12,01-04-2023,00:36:53,Khandwa,All Occasions,March,21,8,0,"? 1,744.00","? 1,744.00",Friday
240,C074,5,5,25-03-2023,06:03:38,30-03-2023,15:43:28,Darbhanga,All Occasions,March,6,5,15,"? 1,444.00","? 7,220.00",Saturday
244,C041,65,3,20-03-2023,15:06:01,30-03-2023,07:06:40,Guntakal,All Occasions,March,15,10,7,"? 1,895.00","? 5,685.00",Monday
263,C081,57,4,12-03-2023,09:35:10,13-03-2023,15:22:01,Chittoor,Birthday,March,9,1,15,"? 1,582.00","? 6,328.00",Sunday
304,C088,67,3,12-03-2023,09:24:28,19-03-2023,23:09:37,Tiruchirappalli,Anniversary,March,9,7,23,"? 1,374.00","? 4,122.00",Sunday
308,C005,57,1,09-03-2023,07:54:11,12-03-2023,12:11:24,Haldia,Birthday,March,7,3,12,"? 1,582.00","? 1,582.00",Thursday
321,C049,12,5,08-03-2023,11:27:05,17-03-2023,09:51:43,Rampur,Anniversary,March,11,9,9,? 672.00,"? 3,360.00",Wednesday
362,C041,31,2,10-03-2023,03:40:01,17-03-2023,10:35:23,Nashik,All Occasions,March,3,7,10,"? 1,804.00","? 3,608.00",Friday
394,C028,38,5,23-03-2023,04:26:37,31-03-2023,19:25:58,Dewas,Birthday,March,4,8,19,? 562.00,"? 2,810.00",Thursday
396,C068,10,5,15-03-2023,15:30:58,16-03-2023,01:45:01,Tiruvottiyur,Birthday,March,15,1,1,? 259.00,"? 1,295.00",Wednesday
408,C063,31,2,05-03-2023,12:19:26,11-03-2023,04:41:38,Haldia,All Occasions,March,12,6,4,"? 1,804.00","? 3,608.00",Sunday
459,C093,12,2,29-03-2023,07:24:55,30-03-2023,07:34:31,Ranchi,Anniversary,March,7,1,7,? 672.00,"? 1,344.00",Wednesday
473,C061,22,3,28-03-2023,08:13:57,04-04-2023,15:44:18,Giridih,All Occasions,March,8,7,15,"? 1,639.00","? 4,917.00",Tuesday
513,C088,1,4,27-03-2023,09:57:32,02-04-2023,13:56:41,Nandyal,All Occasions,March,9,6,13,"? 1,935.00","? 7,740.00",Monday
601,C030,1,4,14-03-2023,02:37:47,18-03-2023,03:37:12,Raurkela Industrial Township,All Occasions,March,2,4,3,"? 1,935.00","? 7,740.00",Tuesday
637,C056,51,3,12-03-2023,19:29:26,20-03-2023,22:34:14,Darbhanga,All Occasions,March,19,8,22,"? 1,084.00","? 3,252.00",Sunday
687,C098,8,5,15-03-2023,17:57:15,19-03-2023,04:50:54,Raichur,Anniversary,March,17,4,4,? 252.00,"? 1,260.00",Wednesday
695,C046,23,4,05-03-2023,16:36:52,14-03-2023,17:01:44,Imphal,Anniversary,March,16,9,17,"? 1,098.00","? 4,392.00",Sunday
802,C097,45,3,23-03-2023,12:37:23,26-03-2023,06:19:00,Dibrugarh,Birthday,March,12,3,6,? 722.00,"? 2,166.00",Thursday
818,C004,8,4,02-03-2023,07:51:06,09-03-2023,09:07:41,Thrissur,Anniversary,March,7,7,9,? 252.00,"? 1,008.00",Thursday
849,C013,57,1,12-03-2023,01:16:48,14-03-2023,00:50:03,Panipat,Birthday,March,1,2,0,"? 1,582.00","? 1,582.00",Sunday
877,C041,46,5,09-03-2023,23:16:16,18-03-2023,12:27:24,Hazaribagh,Anniversary,March,23,9,12,? 758.00,"? 3,790.00",Thursday
884,C091,10,3,18-03-2023,22:15:44,27-03-2023,18:59:55,Tezpur,Birthday,March,22,9,18,? 259.00,? 777.00,Saturday
890,C064,45,4,23-03-2023,23:25:20,27-03-2023,11:38:15,Kharagpur,Birthday,March,23,4,11,? 722.00,"? 2,888.00",Thursday
893,C010,63,3,28-03-2023,15:40:42,07-04-2023,14:49:23,Sangli-Miraj & Kupwad,All Occasions,March,15,10,14,"? 1,348.00","? 4,044.00",Tuesday
895,C066,45,1,28-03-2023,18:45:56,06-04-2023,02:53:40,Sambhal,Birthday,March,18,9,2,? 722.00,? 722.00,Tuesday
902,C025,32,5,22-03-2023,13:29:55,24-03-2023,12:24:01,Bidar,Birthday,March,13,2,12,"? 1,792.00","? 8,960.00",Wednesday
924,C013,17,1,25-03-2023,09:47:09,04-04-2023,22:56:05,Sagar,Anniversary,March,9,10,22,"? 1,899.00","? 1,899.00",Saturday
926,C049,40,4,28-03-2023,23:01:58,31-03-2023,23:51:25,Kulti,Anniversary,March,23,3,23,"? 1,923.00","? 7,692.00",Tuesday
929,C085,23,1,19-03-2023,07:00:52,26-03-2023,13:02:32,Kavali,Anniversary,March,7,7,13,"? 1,098.00","? 1,098.00",Sunday
937,C097,51,2,11-03-2023,03:57:43,15-03-2023,19:27:13,Rohtak,All Occasions,March,3,4,19,"? 1,084.00","? 2,168.00",Saturday
983,C094,70,1,25-03-2023,09:39:44,01-04-2023,06:38:43,Satna,Birthday,March,9,7,6,? 866.00,? 866.00,Saturday
26,C040,6,3,06-03-2023,05:03:06,12-03-2023,06:06:11,Amroha,Holi,March,5,6,6,"? 1,112.00","? 3,336.00",Monday
62,C074,6,4,02-03-2023,15:30:51,06-03-2023,23:51:40,Jorhat,Holi,March,15,4,23,"? 1,112.00","? 4,448.00",Thursday
32,C065,7,5,04-03-2023,15:36:41,05-03-2023,15:54:10,Pudukkottai,Holi,March,15,1,15,? 409.00,"? 2,045.00",Saturday
35,C055,7,5,02-03-2023,16:10:26,05-03-2023,15:00:40,Asansol,Holi,March,16,3,15,? 409.00,"? 2,045.00",Thursday
11,C065,16,4,02-03-2023,20:14:55,03-03-2023,23:19:47,Belgaum,Holi,March,20,1,23,"? 1,721.00","? 6,884.00",Thursday
19,C072,62,4,07-03-2023,07:59:48,08-03-2023,03:04:34,Vijayanagaram,Holi,March,7,1,3,"? 1,356.00","? 5,424.00",Tuesday
36,C029,66,1,04-03-2023,10:28:53,14-03-2023,08:14:49,New Delhi,Holi,March,10,10,8,? 610.00,? 610.00,Saturday
72,C058,26,3,03-03-2023,15:49:26,12-03-2023,17:34:10,Bally,Holi,March,15,9,17,? 289.00,? 867.00,Friday
73,C057,26,1,03-03-2023,12:52:36,11-03-2023,01:28:36,Farrukhabad,Holi,March,12,8,1,? 289.00,? 289.00,Friday
84,C032,47,1,04-03-2023,03:31:50,06-03-2023,07:02:20,Tirupati,Holi,March,3,2,7,"? 1,638.00","? 1,638.00",Saturday
85,C041,26,2,04-03-2023,21:35:20,14-03-2023,14:48:22,Agra,Holi,March,21,10,14,? 289.00,? 578.00,Saturday
94,C099,69,5,02-03-2023,14:51:08,11-03-2023,08:14:49,Purnia,Holi,March,14,9,8,? 998.00,"? 4,990.00",Thursday
110,C075,26,2,04-03-2023,11:23:44,13-03-2023,08:27:31,Kishanganj,Holi,March,11,9,8,? 289.00,? 578.00,Saturday
119,C010,6,4,04-03-2023,11:02:10,12-03-2023,12:22:18,Fatehpur,Holi,March,11,8,12,"? 1,112.00","? 4,448.00",Saturday
134,C036,69,5,05-03-2023,19:12:46,14-03-2023,04:58:29,Malda,Holi,March,19,9,4,? 998.00,"? 4,990.00",Sunday
137,C070,47,2,05-03-2023,16:06:24,11-03-2023,07:29:21,Warangal,Holi,March,16,6,7,"? 1,638.00","? 3,276.00",Sunday
140,C015,47,1,04-03-2023,06:19:35,13-03-2023,21:29:35,Bharatpur,Holi,March,6,9,21,"? 1,638.00","? 1,638.00",Saturday
153,C094,16,4,04-03-2023,12:15:00,10-03-2023,06:04:43,Rewa,Holi,March,12,6,6,"? 1,721.00","? 6,884.00",Saturday
158,C007,35,2,03-03-2023,15:40:17,08-03-2023,02:53:01,Medininagar,Holi,March,15,5,2,"? 1,865.00","? 3,730.00",Friday
168,C092,35,2,04-03-2023,15:36:03,07-03-2023,11:02:42,Bidar,Holi,March,15,3,11,"? 1,865.00","? 3,730.00",Saturday
172,C070,62,4,03-03-2023,04:40:04,08-03-2023,05:12:47,Patiala,Holi,March,4,5,5,"? 1,356.00","? 5,424.00",Friday
177,C085,62,4,05-03-2023,01:49:12,07-03-2023,14:50:42,Satara,Holi,March,1,2,14,"? 1,356.00","? 5,424.00",Sunday
207,C078,6,2,05-03-2023,01:13:16,07-03-2023,12:15:56,Amravati,Holi,March,1,2,12,"? 1,112.00","? 2,224.00",Sunday
214,C099,13,3,01-03-2023,07:49:55,07-03-2023,08:27:25,Durgapur,Holi,March,7,6,8,"? 1,141.00","? 3,423.00",Wednesday
219,C027,16,5,05-03-2023,00:36:07,11-03-2023,10:36:05,Bhimavaram,Holi,March,0,6,10,"? 1,721.00","? 8,605.00",Sunday
220,C001,26,3,06-03-2023,12:26:54,15-03-2023,14:41:52,Jalandhar,Holi,March,12,9,14,? 289.00,? 867.00,Monday
238,C083,26,4,05-03-2023,07:56:43,11-03-2023,20:18:17,Jammu,Holi,March,7,6,20,? 289.00,"? 1,156.00",Sunday
245,C020,50,3,05-03-2023,06:25:26,11-03-2023,09:30:30,Noida,Holi,March,6,6,9,? 422.00,"? 1,266.00",Sunday
259,C001,62,1,05-03-2023,15:21:54,10-03-2023,00:04:01,Sirsa,Holi,March,15,5,0,"? 1,356.00","? 1,356.00",Sunday
260,C100,69,5,06-03-2023,13:06:11,16-03-2023,22:22:30,Satara,Holi,March,13,10,22,? 998.00,"? 4,990.00",Monday
267,C055,35,3,04-03-2023,13:38:57,12-03-2023,03:52:00,Chandrapur,Holi,March,13,8,3,"? 1,865.00","? 5,595.00",Saturday
275,C028,29,1,02-03-2023,04:13:47,05-03-2023,01:17:39,Ranchi,Holi,March,4,3,1,"? 1,252.00","? 1,252.00",Thursday
286,C098,50,3,06-03-2023,20:05:40,12-03-2023,02:41:27,Mango,Holi,March,20,6,2,? 422.00,"? 1,266.00",Monday
287,C011,7,5,03-03-2023,04:54:04,06-03-2023,15:39:57,Muzaffarnagar,Holi,March,4,3,15,? 409.00,"? 2,045.00",Friday
290,C079,69,3,06-03-2023,10:27:18,10-03-2023,14:33:34,Alwar,Holi,March,10,4,14,? 998.00,"? 2,994.00",Monday
294,C047,26,5,01-03-2023,21:04:18,03-03-2023,19:44:54,Nagpur,Holi,March,21,2,19,? 289.00,"? 1,445.00",Wednesday
305,C003,26,1,02-03-2023,00:10:44,10-03-2023,14:01:05,Lucknow,Holi,March,0,8,14,? 289.00,? 289.00,Thursday
315,C063,26,5,06-03-2023,14:21:31,09-03-2023,19:20:21,Ambattur,Holi,March,14,3,19,? 289.00,"? 1,445.00",Monday
317,C014,29,3,07-03-2023,18:51:27,15-03-2023,16:12:50,Ahmednagar,Holi,March,18,8,16,"? 1,252.00","? 3,756.00",Tuesday
318,C038,26,5,07-03-2023,12:15:49,11-03-2023,15:59:47,Hosur,Holi,March,12,4,15,? 289.00,"? 1,445.00",Tuesday
320,C007,13,1,01-03-2023,07:49:55,08-03-2023,08:38:21,Bijapur,Holi,March,7,7,8,"? 1,141.00","? 1,141.00",Wednesday
343,C006,66,3,06-03-2023,14:12:40,09-03-2023,09:27:05,Parbhani,Holi,March,14,3,9,? 610.00,"? 1,830.00",Monday
346,C090,50,1,04-03-2023,23:24:17,12-03-2023,16:46:34,Pondicherry,Holi,March,23,8,16,? 422.00,? 422.00,Saturday
357,C063,62,4,03-03-2023,20:01:18,13-03-2023,20:55:34,Kavali,Holi,March,20,10,20,"? 1,356.00","? 5,424.00",Friday
361,C049,47,4,03-03-2023,06:09:56,11-03-2023,08:33:10,Rajkot,Holi,March,6,8,8,"? 1,638.00","? 6,552.00",Friday
367,C010,47,5,03-03-2023,00:44:09,12-03-2023,15:05:03,South Dumdum,Holi,March,0,9,15,"? 1,638.00","? 8,190.00",Friday
368,C042,6,3,04-03-2023,23:03:22,06-03-2023,02:52:10,Nashik,Holi,March,23,2,2,"? 1,112.00","? 3,336.00",Saturday
378,C040,6,2,01-03-2023,11:30:20,08-03-2023,19:26:52,Hindupur,Holi,March,11,7,19,"? 1,112.00","? 2,224.00",Wednesday
379,C078,66,1,03-03-2023,23:31:41,06-03-2023,10:44:03,Bhavnagar,Holi,March,23,3,10,? 610.00,? 610.00,Friday
385,C002,50,4,03-03-2023,01:16:01,08-03-2023,10:46:18,Alwar,Holi,March,1,5,10,? 422.00,"? 1,688.00",Friday
389,C061,29,2,06-03-2023,03:26:18,16-03-2023,18:13:40,Mahbubnagar,Holi,March,3,10,18,"? 1,252.00","? 2,504.00",Monday
390,C043,26,4,03-03-2023,15:40:56,10-03-2023,23:02:07,Akola,Holi,March,15,7,23,? 289.00,"? 1,156.00",Friday
395,C067,26,2,03-03-2023,23:14:54,06-03-2023,18:32:37,Hosur,Holi,March,23,3,18,? 289.00,? 578.00,Friday
402,C037,29,1,05-03-2023,16:42:29,08-03-2023,13:32:50,Thrissur,Holi,March,16,3,13,"? 1,252.00","? 1,252.00",Sunday
417,C004,62,4,07-03-2023,22:40:40,11-03-2023,05:56:33,Khammam,Holi,March,22,4,5,"? 1,356.00","? 5,424.00",Tuesday
419,C065,47,3,05-03-2023,17:18:51,11-03-2023,13:53:36,Agartala,Holi,March,17,6,13,"? 1,638.00","? 4,914.00",Sunday
424,C072,7,4,01-03-2023,03:04:56,09-03-2023,10:27:03,Kishanganj,Holi,March,3,8,10,? 409.00,"? 1,636.00",Wednesday
440,C018,13,4,07-03-2023,09:33:31,09-03-2023,01:21:29,Gudivada,Holi,March,9,2,1,"? 1,141.00","? 4,564.00",Tuesday
448,C086,16,1,02-03-2023,02:42:54,03-03-2023,13:42:24,Bulandshahr,Holi,March,2,1,13,"? 1,721.00","? 1,721.00",Thursday
460,C007,29,2,04-03-2023,07:58:33,06-03-2023,00:07:26,Kolhapur,Holi,March,7,2,0,"? 1,252.00","? 2,504.00",Saturday
480,C059,62,4,06-03-2023,04:29:31,16-03-2023,22:19:33,Sagar,Holi,March,4,10,22,"? 1,356.00","? 5,424.00",Monday
507,C028,13,4,07-03-2023,00:28:11,13-03-2023,20:11:36,Malda,Holi,March,0,6,20,"? 1,141.00","? 4,564.00",Tuesday
509,C003,13,5,05-03-2023,12:48:55,09-03-2023,07:47:16,Uluberia,Holi,March,12,4,7,"? 1,141.00","? 5,705.00",Sunday
525,C033,16,2,02-03-2023,20:06:08,11-03-2023,22:22:35,Bhagalpur,Holi,March,20,9,22,"? 1,721.00","? 3,442.00",Thursday
526,C008,13,5,02-03-2023,06:06:20,08-03-2023,01:35:05,Bangalore,Holi,March,6,6,1,"? 1,141.00","? 5,705.00",Thursday
544,C030,29,2,01-03-2023,02:31:54,11-03-2023,09:33:52,Belgaum,Holi,March,2,10,9,"? 1,252.00","? 2,504.00",Wednesday
557,C039,47,3,01-03-2023,03:00:42,08-03-2023,02:10:39,Kavali,Holi,March,3,7,2,"? 1,638.00","? 4,914.00",Wednesday
565,C011,50,3,06-03-2023,17:28:16,14-03-2023,13:12:47,Mehsana,Holi,March,17,8,13,? 422.00,"? 1,266.00",Monday
567,C090,66,1,06-03-2023,06:11:59,15-03-2023,18:57:04,Unnao,Holi,March,6,9,18,? 610.00,? 610.00,Monday
574,C064,29,3,02-03-2023,23:57:06,06-03-2023,21:45:12,Kozhikode,Holi,March,23,4,21,"? 1,252.00","? 3,756.00",Thursday
579,C092,29,2,07-03-2023,21:38:40,14-03-2023,10:45:06,Maheshtala,Holi,March,21,7,10,"? 1,252.00","? 2,504.00",Tuesday
592,C007,47,5,07-03-2023,03:27:03,11-03-2023,21:41:23,Phusro,Holi,March,3,4,21,"? 1,638.00","? 8,190.00",Tuesday
596,C046,50,1,05-03-2023,14:57:41,14-03-2023,17:58:44,Tiruppur,Holi,March,14,9,17,? 422.00,? 422.00,Sunday
597,C074,16,1,01-03-2023,01:05:53,06-03-2023,02:49:44,Pimpri-Chinchwad,Holi,March,1,5,2,"? 1,721.00","? 1,721.00",Wednesday
600,C095,47,4,07-03-2023,21:24:39,09-03-2023,15:17:19,Shimla,Holi,March,21,2,15,"? 1,638.00","? 6,552.00",Tuesday
607,C028,50,3,03-03-2023,01:50:25,05-03-2023,09:52:56,Bidhannagar,Holi,March,1,2,9,? 422.00,"? 1,266.00",Friday
612,C075,26,1,02-03-2023,10:22:25,08-03-2023,12:39:50,Shivpuri,Holi,March,10,6,12,? 289.00,? 289.00,Thursday
614,C089,26,1,03-03-2023,15:36:13,07-03-2023,18:51:41,Aizawl,Holi,March,15,4,18,? 289.00,? 289.00,Friday
619,C091,35,1,06-03-2023,07:18:46,16-03-2023,03:17:33,Patiala,Holi,March,7,10,3,"? 1,865.00","? 1,865.00",Monday
657,C055,13,3,03-03-2023,09:37:53,08-03-2023,14:48:35,Kochi,Holi,March,9,5,14,"? 1,141.00","? 3,423.00",Friday
665,C060,62,5,05-03-2023,14:23:22,15-03-2023,15:54:03,Akola,Holi,March,14,10,15,"? 1,356.00","? 6,780.00",Sunday
666,C032,26,5,02-03-2023,09:41:06,08-03-2023,19:28:15,Jammu,Holi,March,9,6,19,? 289.00,"? 1,445.00",Thursday
686,C026,50,1,01-03-2023,16:29:38,11-03-2023,21:37:59,Bardhaman,Holi,March,16,10,21,? 422.00,? 422.00,Wednesday
689,C046,66,4,02-03-2023,05:52:42,07-03-2023,11:00:27,Silchar,Holi,March,5,5,11,? 610.00,"? 2,440.00",Thursday
696,C046,13,3,07-03-2023,02:42:21,14-03-2023,15:08:45,Rajpur Sonarpur,Holi,March,2,7,15,"? 1,141.00","? 3,423.00",Tuesday
697,C026,66,1,03-03-2023,14:20:25,07-03-2023,15:14:20,Ichalkaranji,Holi,March,14,4,15,? 610.00,? 610.00,Friday
700,C006,6,1,04-03-2023,18:17:57,09-03-2023,13:43:07,Gwalior,Holi,March,18,5,13,"? 1,112.00","? 1,112.00",Saturday
705,C004,7,1,05-03-2023,18:18:01,14-03-2023,17:57:09,Pimpri-Chinchwad,Holi,March,18,9,17,? 409.00,? 409.00,Sunday
708,C002,62,3,03-03-2023,10:59:15,12-03-2023,05:05:35,Ozhukarai,Holi,March,10,9,5,"? 1,356.00","? 4,068.00",Friday
722,C044,13,5,02-03-2023,17:30:25,08-03-2023,08:06:58,Mathura,Holi,March,17,6,8,"? 1,141.00","? 5,705.00",Thursday
725,C035,35,3,06-03-2023,23:23:18,11-03-2023,20:03:47,Kishanganj,Holi,March,23,5,20,"? 1,865.00","? 5,595.00",Monday
738,C098,16,5,03-03-2023,16:23:38,09-03-2023,01:36:32,Maheshtala,Holi,March,16,6,1,"? 1,721.00","? 8,605.00",Friday
746,C051,35,2,02-03-2023,05:23:29,06-03-2023,06:24:41,Parbhani,Holi,March,5,4,6,"? 1,865.00","? 3,730.00",Thursday
747,C009,6,4,06-03-2023,03:43:24,11-03-2023,16:38:35,Dhanbad,Holi,March,3,5,16,"? 1,112.00","? 4,448.00",Monday
748,C079,26,1,06-03-2023,11:13:52,07-03-2023,20:26:40,Tenali,Holi,March,11,1,20,? 289.00,? 289.00,Monday
763,C070,29,4,02-03-2023,15:22:09,04-03-2023,04:30:07,Nellore,Holi,March,15,2,4,"? 1,252.00","? 5,008.00",Thursday
767,C077,13,2,03-03-2023,02:21:13,04-03-2023,00:14:53,Rohtak,Holi,March,2,1,0,"? 1,141.00","? 2,282.00",Friday
772,C085,35,5,01-03-2023,05:03:06,04-03-2023,08:20:05,Machilipatnam,Holi,March,5,3,8,"? 1,865.00","? 9,325.00",Wednesday
786,C003,47,1,05-03-2023,22:47:05,07-03-2023,07:16:53,Kirari Suleman Nagar,Holi,March,22,2,7,"? 1,638.00","? 1,638.00",Sunday
794,C079,13,4,04-03-2023,17:11:58,09-03-2023,14:51:06,Shimoga,Holi,March,17,5,14,"? 1,141.00","? 4,564.00",Saturday
795,C070,7,1,03-03-2023,17:58:36,07-03-2023,22:17:46,Ujjain,Holi,March,17,4,22,? 409.00,? 409.00,Friday
797,C047,13,2,03-03-2023,20:57:50,10-03-2023,04:29:03,Tiruvottiyur,Holi,March,20,7,4,"? 1,141.00","? 2,282.00",Friday
801,C058,35,1,07-03-2023,19:15:48,15-03-2023,06:35:12,Dindigul,Holi,March,19,8,6,"? 1,865.00","? 1,865.00",Tuesday
803,C040,26,1,03-03-2023,12:03:48,10-03-2023,02:50:05,Sambalpur,Holi,March,12,7,2,? 289.00,? 289.00,Friday
809,C062,35,1,07-03-2023,19:50:47,17-03-2023,01:51:34,Ludhiana,Holi,March,19,10,1,"? 1,865.00","? 1,865.00",Tuesday
814,C094,47,5,05-03-2023,01:59:20,14-03-2023,04:41:16,Kumbakonam,Holi,March,1,9,4,"? 1,638.00","? 8,190.00",Sunday
826,C077,16,5,02-03-2023,20:02:07,08-03-2023,06:16:18,Udaipur,Holi,March,20,6,6,"? 1,721.00","? 8,605.00",Thursday
833,C002,26,3,05-03-2023,00:40:48,13-03-2023,01:40:17,Shahjahanpur,Holi,March,0,8,1,? 289.00,? 867.00,Sunday
841,C041,26,5,07-03-2023,06:16:00,12-03-2023,23:16:39,Bhalswa Jahangir Pur,Holi,March,6,5,23,? 289.00,"? 1,445.00",Tuesday
848,C005,6,1,06-03-2023,16:52:57,10-03-2023,22:26:48,Shimla,Holi,March,16,4,22,"? 1,112.00","? 1,112.00",Monday
